CH4_out,Vcat_m3,A_over_V_1_per_cm,diameter_cm,porosity
0.0003472548943388379,4.888529537403576e-07,1895.6437905661478,2.0265961766999863,0.4948356788271658
0.0009127880713917378,1.910064539225644e-07,1976.3858107280594,1.2654511674849558,0.4937720450073706
0.0024577650310043894,1.2813269468837902e-07,1952.415231071799,1.0416264701018536,0.49878413645752573
0.0012870366938087926,1.641815575624472e-07,1996.5590603609585,1.175031137349566,0.4953218702913717
0.0026222066816690244,1.2546724744165636e-07,1982.767654391044,1.027240916499339,0.49536819964151296
0.00034726426995979683,4.886295118859472e-07,1905.0684040997303,2.0265961766999863,0.49506657617951094
0.000347288185373214,4.85433597651579e-07,1895.6437905661478,2.0265961766999863,0.498369127248045
0.001257696670610346,1.68756347038617e-07,1958.9153570769745,1.19134400143663,0.49536819964151296
0.0007503091263610612,2.0013647573955774e-07,1974.1309937616666,1.3026220714440282,0.4994145217619908
0.00034732921358274373,4.785191697351014e-07,1827.2366381276317,2.013368731830486,0.498995570926844
0.0004127614157428639,2.8632199635189086e-07,1985.16248516118,1.5517954752517062,0.49536819964151296
0.000406834676968408,3.0834675829889773e-07,1830.988792154902,1.6160065857722323,0.4988796974888226
0.00037885880683646546,3.2926096391391226e-07,1895.6437905661478,1.6666950913720138,0.4969434634755383
0.0009895682915850598,1.8781603007948342e-07,1929.4654084193978,1.2567633804216785,0.4953218702913717
0.0003472532005983154,7.167184587220672e-07,1838.7824884822571,2.3230372691369467,0.43632976937100126
0.0007977727297733261,1.987309352877133e-07,1992.2320237145943,1.2921437623256216,0.4948356788271658
0.000348755416784182,4.7002475054506824e-07,1896.4426163265932,1.9622178217140673,0.48189812997558396
0.002907176224508903,1.1847345398518176e-07,1980.4922400516245,1.000876079189836,0.4980629031501206
0.0010374285477922904,1.8301309614130416e-07,1954.392677227445,1.2395373825456155,0.49446436493524126
0.000407417841823753,3.0815191251613896e-07,1825.9937074059885,1.6160065857722323,0.49919635779080784
0.0023541282866995183,1.2948014303323046e-07,1954.5469853039485,1.0480762332110136,0.49972789339872775
0.00034736325093476494,4.7041012801655444e-07,1895.6437905661478,1.9880002239667622,0.4948356788271658
0.0007169456728571115,2.0894257582944183e-07,1984.5813493749454,1.3245997347869984,0.4945869158521759
0.0016845259581901233,1.5125204673727602e-07,1956.4271030514412,1.1278666485408237,0.49536819964151296
0.0005383522650336341,2.4723936088352185e-07,1895.6437905661478,1.4441206939445124,0.49684766391099305
0.0005875483756236681,2.3872251471467597e-07,1899.774304407886,1.41618462688269,0.4948242519162831
0.0006255374521223152,2.160212059612698e-07,1982.767654391044,1.3532216421273102,0.499334829138601
0.0019194882185090375,1.402834012023493e-07,1989.0630898903114,1.0877414566209453,0.4967963426416177
0.0003505087515326538,4.5612299664519844e-07,1703.2520096549222,1.9622178217140673,0.4972218436391502
0.0003472556847848002,4.886831715364941e-07,1895.6437905661478,2.0265961766999863,0.4950111260881585
0.0013116041610440415,1.641664857286996e-07,1981.9578698264575,1.175031137349566,0.49536819964151296
0.0004964690131943505,2.48332817865966e-07,1976.669397888187,1.4473106022199493,0.49684766391099305
0.0003510349089509784,3.9572432106805195e-07,1945.8732895760884,1.8272725645479309,0.49699194540938924
0.00034725203602809483,7.345401139072028e-07,1838.3377332576708,2.344725859029122,0.43295146119741756
0.00034731049084810574,4.841081777699245e-07,1895.6437905661478,2.0265961766999863,0.49973877190225435
0.0004573064738707822,2.8274496094101093e-07,1819.772235805818,1.5460408527490008,0.49795597071462655
0.0017935198197255434,1.4766563628172625e-07,1956.4271030514412,1.114414733056232,0.49536819964151296
0.0008467148425969491,1.9609633985633104e-07,1970.6530977580376,1.283566781783899,0.4948487719145084
0.00035061605193461524,4.1642025783873525e-07,1900.2855197632623,1.8685336668840578,0.4938038262698924
0.0003580524399576364,3.9261616821927354e-07,1764.874409095381,1.8253729284484708,0.4999034789033779
0.001471899700254151,1.5777872331814404e-07,1975.179155233889,1.1518476638268766,0.4952838403494816
