CH4_out,T_max_K,A_over_V_1_per_cm,diameter_cm,porosity
0.0003472548943388379,2839.726666237057,1895.6437905661478,2.0265961766999863,0.4948356788271658
0.0009127880713917378,2846.149763853782,1976.3858107280594,1.2654511674849558,0.4937720450073706
0.0024577650310043894,2830.22869686541,1952.415231071799,1.0416264701018536,0.49878413645752573
0.0012870366938087926,2836.8905789368628,1996.5590603609585,1.175031137349566,0.4953218702913717
0.0026222066816690244,2833.1757416764463,1982.767654391044,1.027240916499339,0.49536819964151296
0.00034726426995979683,2839.232258782166,1905.0684040997303,2.0265961766999863,0.49506657617951094
0.000347288185373214,2838.5214529278255,1895.6437905661478,2.0265961766999863,0.498369127248045
0.001257696670610346,2837.581440963779,1958.9153570769745,1.19134400143663,0.49536819964151296
0.0007503091263610612,2850.5248106098006,1974.1309937616666,1.3026220714440282,0.4994145217619908
0.00034732921358274373,2842.382881790435,1827.2366381276317,2.013368731830486,0.498995570926844
0.0004127614157428639,2859.055004320345,1985.16248516118,1.5517954752517062,0.49536819964151296
0.000406834676968408,2859.045010424892,1830.988792154902,1.6160065857722323,0.4988796974888226
0.00037885880683646546,2858.278264201617,1895.6437905661478,1.6666950913720138,0.4969434634755383
0.0009895682915850598,2844.1634045829433,1929.4654084193978,1.2567633804216785,0.4953218702913717
0.0003472532005983154,2840.47522149643,1838.7824884822571,2.3230372691369467,0.43632976937100126
0.0007977727297733261,2849.222176419066,1992.2320237145943,1.2921437623256216,0.4948356788271658
0.000348755416784182,2848.201407106323,1896.4426163265932,1.9622178217140673,0.48189812997558396
0.002907176224508903,2837.8200388505657,1980.4922400516245,1.000876079189836,0.4980629031501206
0.0010374285477922904,2842.9498226889045,1954.392677227445,1.2395373825456155,0.49446436493524126
0.000407417841823753,2859.0474616089537,1825.9937074059885,1.6160065857722323,0.49919635779080784
0.0023541282866995183,2828.25524301625,1954.5469853039485,1.0480762332110136,0.49972789339872775
0.00034736325093476494,2842.792697641326,1895.6437905661478,1.9880002239667622,0.4948356788271658
0.0007169456728571115,2851.4520625895775,1984.5813493749454,1.3245997347869984,0.4945869158521759
0.0016845259581901233,2827.983261114323,1956.4271030514412,1.1278666485408237,0.49536819964151296
0.0005383522650336341,2856.4830627267224,1895.6437905661478,1.4441206939445124,0.49684766391099305
0.0005875483756236681,2855.1082671781955,1899.774304407886,1.41618462688269,0.4948242519162831
0.0006255374521223152,2854.030867852976,1982.767654391044,1.3532216421273102,0.499334829138601
0.0019194882185090375,2823.0430246096294,1989.0630898903114,1.0877414566209453,0.4967963426416177
0.0003505087515326538,2850.7717874651607,1703.2520096549222,1.9622178217140673,0.4972218436391502
0.0003472556847848002,2839.6675245899796,1895.6437905661478,2.0265961766999863,0.4950111260881585
0.0013116041610440415,2836.3160668514265,1981.9578698264575,1.175031137349566,0.49536819964151296
0.0004964690131943505,2857.5930897393037,1976.669397888187,1.4473106022199493,0.49684766391099305
0.0003510349089509784,2851.308351098201,1945.8732895760884,1.8272725645479309,0.49699194540938924
0.00034725203602809483,2840.245998377998,1838.3377332576708,2.344725859029122,0.43295146119741756
0.00034731049084810574,2838.0463762180334,1895.6437905661478,2.0265961766999863,0.49973877190225435
0.0004573064738707822,2858.4948293869265,1819.772235805818,1.5460408527490008,0.49795597071462655
0.0017935198197255434,2825.6656980512353,1956.4271030514412,1.114414733056232,0.49536819964151296
0.0008467148425969491,2847.900199947259,1970.6530977580376,1.283566781783899,0.4948487719145084
0.00035061605193461524,2850.887116220964,1900.2855197632623,1.8685336668840578,0.4938038262698924
0.0003580524399576364,2855.1446745174903,1764.874409095381,1.8253729284484708,0.4999034789033779
0.001471899700254151,2832.650305852748,1975.179155233889,1.1518476638268766,0.4952838403494816
