Distance (mm),T (C),P (atm),H2,O2,H2O,CH4,CO,CO2,AR,PT(S),H(S),H2O(S),OH(S),CO(S),CO2(S),CH3(S),CH2(S),CH(S),C(S),O(S)
1.3550953063323791e-08,1546.3000000000002,1.0000000000000002,4.664625796101712e-05,0.5768431214273525,5.314620794691108e-05,0.38454745477317304,4.7128510178925385e-05,2.767722775038794e-06,0.03845973510061272,0.6220781251936985,9.937871098215446e-06,8.512400640093882e-07,0.003948337603782968,6.349739611515858e-05,4.856948153993697e-09,2.3938726007763927e-06,8.704137398461107e-09,7.891841654461738e-11,1.7705749286470586e-06,0.37389507260770777
1.7611612492978504e-08,1546.3000000000002,0.9999999999999996,5.738566405272943e-05,0.5768246226985573,6.547975067385858e-05,0.3845317599169243,5.801268965306187e-05,3.4200177102321653e-06,0.03845931926242879,0.6220946308902238,9.954723320369996e-06,8.603837061928024e-07,0.003955191041115818,6.40157942118316e-05,4.896883658404006e-09,2.3963438082401854e-06,8.713338081846352e-09,7.900183387245883e-11,1.7725627458343707e-06,0.37387116457164465
2.1672271922633216e-08,1546.3000000000002,0.9999999999999996,6.811914983664181e-05,0.5768061002355287,7.784309975344046e-05,0.38451605297964236,6.890350709080458e-05,4.077617704236494e-06,0.03845890341044385,0.6221111324010795,9.971534064002601e-06,8.695423088422091e-07,0.003962028623636939,6.453433168653908e-05,4.936832381870571e-09,2.3988087235563027e-06,8.72251627789412e-09,7.908504731390933e-11,1.7745461531212224e-06,0.37384727647391364
2.573293135228793e-08,1546.3000000000002,0.9999999999999994,7.884669614240004e-05,0.5767875540877441,9.02362141620802e-05,0.38450033400116695,7.98009310013949e-05,4.740524150845063e-06,0.038458487545632095,0.6221276297340348,9.988303519812274e-06,8.787158568033009e-07,0.003968850424127068,6.505300796318777e-05,4.976794268487095e-09,2.401267375063728e-06,8.73167208788206e-09,7.91680577872433e-11,1.7765251703082542e-06,0.3738234082343185
2.979359078194264e-08,1546.3000000000002,0.9999999999999993,8.956828396140388e-05,0.5767689843044693,0.00010265905299132168,0.38448460302113974,9.070493004020605e-05,5.408738436156399e-06,0.038458071668961875,0.6221441228966773,1.0005031876902776e-05,8.87904334922971e-07,0.003975656514752363,6.557182246559517e-05,5.0167692624037565e-09,2.4037197908650802e-06,8.740805612237402e-09,7.925086620302453e-11,1.778499817027559e-06,0.3737995597734593
3.3854250211597354e-08,1546.3000000000002,0.9999999999999993,0.00011099350885295568,0.5767317740275303,0.00012759374081065786,0.38445310521408244,0.0001125325288005463,6.761096031259951e-06,0.0384572398838918,0.622177096740413,1.0038366043407688e-05,9.063260210025164e-07,0.003989221852015037,6.66098638404154e-05,5.0967583488565386e-09,2.4086060265846287e-06,8.75900620152898e-09,7.941588046582857e-11,1.7824360767521812e-06,0.3737519218743834
4.197556907090678e-08,1546.3000000000002,0.9999999999999991,0.00013239467558566435,0.576694469794721,0.00015264683818064996,0.3844215598717643,0.00013438605545646352,8.134701426692911e-06,0.03845640806286519,0.6222100539894195,1.0071538045073322e-05,9.248072458641838e-07,0.004002725200705333,6.764845119879079e-05,5.176799195466608e-09,2.4134676509022303e-06,8.777118832515346e-09,7.958009723567385e-11,1.786355086047317e-06,0.37370436215715025
5.00968879302162e-08,1546.3000000000002,0.9999999999999989,0.00015377163770932635,0.5766570719928116,0.0001778180218318165,0.3843899673044537,0.00015626526433210964,9.529565438461091e-06,0.038455576213422854,0.6222429946980913,1.0104549339146304e-05,9.433478883131299e-07,0.004016167116739231,6.868757992761422e-05,5.256891357376958e-09,2.418304880403541e-06,8.795144278985711e-09,7.974352352843031e-11,1.7902569960973244e-06,0.3736568800143586
5.821820678952562e-08,1546.3000000000002,0.9999999999999987,0.00017512425117995024,0.5766195810054231,0.0002031069702068664,0.38435832781947904,0.00017816991193036712,1.094569876304067e-05,0.0384547443430176,0.6222759189181167,1.0137401359063893e-05,9.619478271654154e-07,0.004029548146860559,6.972724541224484e-05,5.337034390572295e-09,2.4231179281466946e-06,8.813083302038313e-09,7.990616624490006e-11,1.7941419555712616e-06,0.37360947485051665
6.633952564883505e-08,1546.3000000000002,0.9999999999999986,0.00019645237431741055,0.576581997213084,0.00022851336343060038,0.38432664172127845,0.00020009975689622478,1.2383111977780325e-05,0.038453912459015555,0.6223088266985626,1.0170095515021615e-05,9.806069412547431e-07,0.004042868828860582,7.076744303715707e-05,5.417227851910707e-09,2.4279070037464683e-06,8.830936650384035e-09,8.006803217357022e-11,1.7980101106833864e-06,0.3735621460817365
