iteration,CH4,cat_area_per_vol_1_per_cm,diameter_cm,porosity
1,0.013061144234750608,1925.2824861240088,2.795682376685995,0.48547741472962863
2,0.013061144234750608,1925.2824861240088,2.795682376685995,0.48547741472962863
3,0.012238074989146053,1854.675907665376,2.9756746026609955,0.4848946917497809
4,0.012238074989146053,1854.675907665376,2.9756746026609955,0.4848946917497809
5,0.012086870746393951,1955.2509205985325,2.8714755319889136,0.4932976818759448
6,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
7,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
8,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
9,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
10,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
11,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
12,0.011311146385755217,1950.1900879767427,2.9631596925870003,0.4989080378420807
13,0.011195580598895867,1985.3056041298164,2.964550636220351,0.4973585296058195
14,0.011059416530558861,1999.8168654212095,2.999544791814616,0.4934265996231515
15,0.011059416530558861,1999.8168654212095,2.999544791814616,0.4934265996231515
16,0.011059416530558861,1999.8168654212095,2.999544791814616,0.4934265996231515
17,0.010985500251090831,1997.369923660937,2.9764593488265616,0.4995803471972394
18,0.010985500251090831,1997.369923660937,2.9764593488265616,0.4995803471972394
19,0.010985500251090831,1997.369923660937,2.9764593488265616,0.4995803471972394
20,0.010985500251090831,1997.369923660937,2.9764593488265616,0.4995803471972394
21,0.010985500251090831,1997.369923660937,2.9764593488265616,0.4995803471972394
22,0.010971182249936085,1998.5491581507529,2.989906376218475,0.4975782585484576
23,0.010965412446538307,1997.3493068259752,2.992138303418778,0.49751426965394796
24,0.010965412446538307,1997.3493068259752,2.992138303418778,0.49751426965394796
25,0.01088138164369013,1999.4514467294093,2.9927133186248045,0.4994644874823575
26,0.01088138164369013,1999.4514467294093,2.9927133186248045,0.4994644874823575
27,0.01088138164369013,1999.4514467294093,2.9927133186248045,0.4994644874823575
28,0.010848999550640932,1998.6228929174263,2.9998674493683035,0.49926891706239224
29,0.010848999550640932,1998.6228929174263,2.9998674493683035,0.49926891706239224
30,0.010848999550640932,1998.6228929174263,2.9998674493683035,0.49926891706239224
